"Referencia","Descricao","Valor","DataCriacao"
"025.0022","SC PILAR MOLD, MOLD ABERTA L24, TAN",124.00,2025-08-26 02:26:11.473
"025.0023",Analogo de Implante SC - Comp. 11mm Ti,125.00,2025-08-26 02:26:11.270
"025.0024","SC ANALOGO REPOSI, IMPLANTE, L 17MM",125.00,2025-08-26 02:26:11.270
"025.0025","SC CARES®TRANSFER ESCAN, Ø 3.5, H10, PEE",51.00,2025-08-26 02:26:11.283
"025.0029","SC DISPOSITIVO POLIMENTO, L 16MM, SST",85.00,2025-08-26 02:26:11.840
"025.0030","SC Basal Screw A, L 7mm, TAN",69.00,2025-08-26 02:26:12.283
"025.0031","SC Parafuso Basal B, L 7 mm, TAN",87.00,2025-08-26 02:26:11.286
"025.0042","ADAPT, PEÇA MANUAL, LONGA L34MM, SST",251.00,2025-08-26 02:26:11.333
"025.0043","ADAPT, CHAVE CATRA, LONGA, L28MM, SST",251.00,2025-08-26 02:26:11.333
"025.0044","DIST.INDICA.ADD.COMP.,F.BLTØ2.9,TI",574.00,2025-08-26 02:26:11.163
"025.0045V4","RC Novaloc® Plan Abutment,15°,H2-6,A,POM",51.00,2025-08-26 02:26:11.286
"025.0046V4","NC Novaloc® Plan Pilar, 15°, H2-6, A, PO",51.00,2025-08-26 02:26:11.286
"025.0047V4","RC Novaloc® Plan Abutment,15°,H2-6,B,POM",51.00,2025-08-26 02:26:11.286
"025.0048V4","NC Novaloc® Plan Abutment,15°,H2-6,B,POM",51.00,2025-08-26 02:26:11.286
"025.0049","Analogo SRA NC, edentulo, 0°, D3,5mm TAN",119.00,2025-08-26 02:26:12.230
"025.0050","NC/RC ANALOG P/SRA,EDENTULOUS,0°,Ø4.6,",125.00,2025-08-26 02:26:11.463
"025.0052","PARAFUSO PROC, LABORATORIAL, L10, SST",595.00,2025-08-26 02:26:12.120
"025.0054","Paraf.oclus.SA, p/pilar aparaf.,L 4.1,Ti",97.00,2025-08-26 02:26:11.840
"025.0055","NC/RC Parafuso de base SA, L 7.9mm, TAN",87.00,2025-08-26 02:26:11.473
"025.0057","NC Impression Post Bridge OT, S, L16.5",124.00,2025-08-26 02:26:11.543
"025.0058","NC Impression Post Bridge OT, L, L30",124.00,2025-08-26 02:26:11.543
"025.0060","RC Impression Post Bridge OT, S,  L16.5",124.00,2025-08-26 02:26:11.543
"025.0061","RC Impression Post Bridge OT, L, L30",124.00,2025-08-26 02:26:11.543
"025.0062","SC Impression Post CT, S, L12",124.00,2025-08-26 02:26:11.473
"025.0073V4","RB/WB 0° SRA Plan pilar, POM",213.00,2025-08-26 02:26:11.166
"025.0074V4","RB/WB 17° SRA Plan pilar, POM",213.00,2025-08-26 02:26:11.170
"025.0075V4","RB/WB 30° SRA Plan pilar, POM",213.00,2025-08-26 02:26:11.170
"025.0076","NC/RC Parafuso passante SA, TAN",68.00,2025-08-26 02:26:11.840
"025.0082",Scanbody RevEX SRA 3.5,225.00,2025-08-26 02:26:12.543
"025.0083",Scanbody RevEX SRA 4.6,225.00,2025-08-26 02:26:12.543
"025.0900","PARAF, OCLUS, MULTI-B.ABT, M1.4, TAN",27.50,2025-08-26 02:26:11.793
"025.0900-04","PARAF, OCLUS, MULTI-B.ABT, M1.4, TAN",79.00,2025-08-26 02:26:11.840
"025.0911-04","Stabiliz. Pin for bar on Multi-B.Abt,L16",32.00,2025-08-26 02:26:12.153
"025.2101",NC Analog,125.00,2025-08-26 02:26:11.270
"025.2102",Analogo de implante reposicionavel BL NC,125.00,2025-08-26 02:26:11.270
"025.2106","NC ANALOGO IMPL, MULTI-B.ABT 25°,TAN",119.00,2025-08-26 02:26:12.230
"025.2112","ANALOGO IMPL,P/ PILARES CIM, D 3.5, AH 4",125.00,2025-08-26 02:26:11.270
"025.2116","ANALOGO IMPL,P/PILARES CIM, D3.5, AH 5.5",125.00,2025-08-26 02:26:11.270
"025.2122","ANALOGO IMPL,P/ PILARES CIM, D5.0, AH 4",125.00,2025-08-26 02:26:11.273
"025.2126","ANALOGO IMPL,P/PILARES CIM, D5.0, AH 5.5",125.00,2025-08-26 02:26:11.273
"025.2131","NC ANALOGO P/IMPL MULTI-B.ABT,D3.5,TAN",106.00,2025-08-26 02:26:12.050
"025.2141","NC IMPL.ANALOG,P/MULTI-B.ABT,D4.5,TAN",113.00,2025-08-26 02:26:11.840
"025.2201",NC IMPRESSION POST P/CLOSED TRAY,124.00,2025-08-26 02:26:11.283
"025.2202",NC IMPRESSION POST ABER TRAY,124.00,2025-08-26 02:26:11.283
"025.2203-04","NC CIM.ABT.-LEVEL IMPRESSION, D3.5, AH4",91.00,2025-08-26 02:26:11.286
"025.2204-04","NC CIM.ABT.-LEVEL IMPRESSION, D5.0, AH4",91.00,2025-08-26 02:26:11.286
"025.2205","NC IMPR.POST F.ABER TRAY,LONG",124.00,2025-08-26 02:26:11.473
"025.2206","NC IMPR.POST, P/MULTI-B.ABT 25°,TAN",103.00,2025-08-26 02:26:12.270
"025.2208-04","NC BITE REGIST.AID, H 8",95.00,2025-08-26 02:26:11.286
"025.2210-04","NC CIM.ABT.-LEVEL IMPRESSION,D3.5,AH5.5",118.00,2025-08-26 02:26:12.233
"025.2212-04","NC BITE REGIST.AID, H 12",87.00,2025-08-26 02:26:11.473
"025.2220-04","NC CIM.ABT.-LEVEL IMPRESSION,D5.0,AH5.5",91.00,2025-08-26 02:26:11.286
"025.2231-04","NC IMPR.CAP, P/MULTI-B.ABT, D3.5,POM",72.00,2025-08-26 02:26:12.283
"025.2232","NC IMPR.POST,P/MULTI-B.ABT,D3.5,TAN",111.00,2025-08-26 02:26:12.230
"025.2241-04","NC IMPR.CAP, P/MULTI-B.ABT, D4.5,POM",72.00,2025-08-26 02:26:12.283
"025.2242","NC IMPR.POST,P/MULTI-B.ABT,D4.5,TAN",118.00,2025-08-26 02:26:12.233
"025.2243","IMPR.POST OT AL PR PILAR,0°,D3.5",124.00,2025-08-26 02:26:11.286
"025.2244","IMPR.POST OT AL PR PILAR,0°,D4.6",124.00,2025-08-26 02:26:11.286
"025.2245","IMPR.POST CT AL PR PILAR,0°,D3.5",124.00,2025-08-26 02:26:11.286
"025.2246","IMPR.POST CT AL PR PILAR,0°,D4.6",124.00,2025-08-26 02:26:11.286
"025.2601-04","NC PLAN ANATOMIC ABT., 0°, GH 2",54.00,2025-08-26 02:26:11.600
"025.2602-04","NC PLAN ANATOMIC ABT., 0°, GH 3.5",51.00,2025-08-26 02:26:12.490
"025.2603-04","NC PLAN ANATOMIC ABT., 15°, GH 2",54.00,2025-08-26 02:26:11.600
"025.2604-04","NC PLAN ANATOMIC ABT., 15°, GH 3.5",57.00,2025-08-26 02:26:11.203
"025.2610-04","NC PLAN OURO ABT., P/COROA",54.00,2025-08-26 02:26:11.600
"025.2611-04","NC PLAN CIM.ABT., D 3.5, GH 1, AH 4",54.00,2025-08-26 02:26:11.600
"025.2612-04","NC PLAN CIM.ABT., D 3.5, GH 2, AH 4",51.00,2025-08-26 02:26:12.490
"025.2613-04","NC PLAN CIM.ABT., D 3.5, GH 3, AH 4",54.00,2025-08-26 02:26:11.600
"025.2615-04","NC PLAN CIM.ABT., D 3.5, GH 1, AH 5.5",54.00,2025-08-26 02:26:11.600
"025.2616-04","NC PLAN CIM.ABT., D 3.5, GH 2, AH 5.5",54.00,2025-08-26 02:26:11.600
"025.2617-04","NC PLAN CIM.ABT., D 3.5, GH 3, AH 5.5",54.00,2025-08-26 02:26:11.600
"025.2621-04","NC PLAN CIM.ABT., D 5.0, GH 1, AH 4",54.00,2025-08-26 02:26:11.600
"025.2622-04","NC PLAN CIM.ABT., D 5.0, GH 2, AH 4",54.00,2025-08-26 02:26:11.600
"025.2623-04","NC PLAN CIM.ABT., D 5.0, GH 3, AH 4",54.00,2025-08-26 02:26:11.600
"025.2625-04","NC PLAN CIM.ABT., D 5.0, GH 1, AH 5.5",54.00,2025-08-26 02:26:11.600
"025.2626-04","NC PLAN CIM.ABT., D 5.0, GH 2, AH 5.5",54.00,2025-08-26 02:26:11.600
"025.2627-04","NC PLAN CIM.ABT., D 5.0, GH 3, AH 5.5",54.00,2025-08-26 02:26:11.600
"025.2642-04","Pilar NC PLAN LOCATOR, H 2 mm, polimero",54.00,2025-08-26 02:26:12.233
"025.2643-04","Pilar NC PLAN LOCATOR, H 3 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.2644-04","Pilar NC PLAN LOCATOR, H 4 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.2645-04","Pilar NC PLAN LOCATOR, H 5 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.2646-04","Pilar NC PLAN LOCATOR, H 6 mm, polimero",57.00,2025-08-26 02:26:11.203
"025.2648-04","NC PLAN PR PILAR,D3.5,GH2.5",51.00,2025-08-26 02:26:12.490
"025.2650-04","NC PLAN PR PILAR,D4.6,GH2.5",51.00,2025-08-26 02:26:12.490
"025.2651-04","NC PLAN Multi-B.Abt. straight,D3.5,GH1",45.00,2025-08-26 02:26:12.283
"025.2652-04","NC PLAN Multi-B.Abt. straight,D3.5,GH2.5",45.00,2025-08-26 02:26:12.283
"025.2653-04","NC PLAN PR PILAR,30°D4.6,GH2.5,A",57.00,2025-08-26 02:26:11.203
"025.2654-04","NC PLAN Multi-B.Abt. straight,D3.5,GH4",45.00,2025-08-26 02:26:12.283
"025.2655-04","NC PLAN PR PILAR,17°D4.6,GH2.5,A",57.00,2025-08-26 02:26:11.203
"025.2656-04","NC PLAN Multi-B.Abt. straight,D4.5,GH1",45.00,2025-08-26 02:26:12.283
"025.2657-04","NC PLAN Multi-B.Abt. straight,D4.5,GH2.5",45.00,2025-08-26 02:26:12.283
"025.2658-04","NC PLAN PR PILAR,17°D4.6,GH2.5,B",57.00,2025-08-26 02:26:11.203
"025.2659-04","NC PLAN Multi-B.Abt. straight,D4.5,GH4",45.00,2025-08-26 02:26:12.283
"025.2660-04","NC PLAN PR PILAR,30°D4.6,GH2.5,B",57.00,2025-08-26 02:26:11.203
"025.2662-04","NC PLAN Multi-B.Abt. angled 25° A, GH2.5",45.00,2025-08-26 02:26:12.283
"025.2665-04","NC PLAN Multi-B.Abt. angled 25° B, GH2.5",45.00,2025-08-26 02:26:12.283
"025.2900",NC Basal Screw,87.00,2025-08-26 02:26:11.286
"025.2903",NC Wax-up Sleeve,23.00,2025-08-26 02:26:11.840
"025.2905",NC SCANBODY,40.00,2025-08-26 02:26:12.283
"025.2906","NC BASAL PARAF, (P/CERAMIC ONLY)",87.00,2025-08-26 02:26:11.286
"025.2908","NC BASAL PARAF, CIM.PILAR",87.00,2025-08-26 02:26:11.286
"025.2911-04","NC CIM.TRANSFER AID, D 3.5",596.00,2025-08-26 02:26:12.236
"025.2912-04","NC CIM.TRANSFER AID, D 5.0",626.00,2025-08-26 02:26:11.286
"025.2915",CARES® NC MONO SCAN BODY,51.00,2025-08-26 02:26:11.286
"025.2920",NC Polishing Aid,85.00,2025-08-26 02:26:11.840
"025.2920-04",NC POLISHING AID,227.00,2025-08-26 02:26:11.843
"025.2921","NC VB P/COROA, Ø3.8 AH3.5MM GH1 TAN",217.00,2025-08-26 02:26:12.226
"025.2926",NC/RC Parafuso Bone Level SRBB TAN,77.00,2025-08-26 02:26:11.283
"025.4101",RC Analog,125.00,2025-08-26 02:26:11.273
"025.4102",Analogo de implante reposicionavel BL RC,125.00,2025-08-26 02:26:11.273
"025.4106","RC IMPL.ANALOG, P/MULTI-B.ABT.25°,TAN",119.00,2025-08-26 02:26:12.230
"025.4122","RC CIM.ABT-LEVEL ANALOG D 6.5, AH 4",125.00,2025-08-26 02:26:11.273
"025.4126","RC CIM.ABT-LEVEL ANALOG D 6.5, AH 5.5",125.00,2025-08-26 02:26:11.273
"025.4132","RC CIM.ABT-LEVEL ANALOG D 5.0, AH 4",125.00,2025-08-26 02:26:11.273
"025.4136","RC CIM.ABT-LEVEL ANALOG D 5.0, AH 5.5",125.00,2025-08-26 02:26:11.273
"025.4141","RC IMPL.ANALOG,P/MULTI-B.ABT,D4.5,TAN",119.00,2025-08-26 02:26:12.230
"025.4161","RC IMPL.ANALOG,P/MULTI-B.ABT,D6.5,TAN",119.00,2025-08-26 02:26:12.230
"025.4201",RC IMPRESSION POST P/CLOSED TRAY,124.00,2025-08-26 02:26:11.286
"025.4202",RC IMPRESSION POST ABER TRAY,124.00,2025-08-26 02:26:11.286
"025.4203-04","RC CIM.ABT.-LEVEL IMPRESSION, D5.0, AH4",91.00,2025-08-26 02:26:11.286
"025.4204-04","RC CIM.ABT.-LEVEL IMPRESSION, D6.5, AH4",91.00,2025-08-26 02:26:11.286
"025.4205","RC IMPR.POST F.ABER TRAY,LONG",124.00,2025-08-26 02:26:11.473
"025.4206","RC IMPR.POST, P/MULTI-B.ABT 25°,TAN",118.00,2025-08-26 02:26:12.233
"025.4208-04","RC BITE REGIST.AID, H 8",95.00,2025-08-26 02:26:11.290
"025.4212-04","RC BITE REGIST.AID, H 12",87.00,2025-08-26 02:26:11.203
"025.4220-04","RC CIM.ABT.-LEVEL IMPRESSION,D5.0,AH5.5",91.00,2025-08-26 02:26:11.286
"025.4230-04","RC CIM.ABT.-LEVEL IMPRESSION,D6.5,AH5.5",91.00,2025-08-26 02:26:11.286
"025.4241-04","RC IMPR.CAP, P/MULTI-B.ABT, D4.5,POM",72.00,2025-08-26 02:26:12.283
"025.4242","RC IMPR.POST,P/MULTI-B.ABT,D4.5,TAN",118.00,2025-08-26 02:26:12.233
"025.4261-04","RC IMPR.CAP, P/MULTI-B.ABT, D6.5,POM",72.00,2025-08-26 02:26:12.283
"025.4262","RC IMPR.POST,P/MULTI-B.ABT,D6.5,TAN",98.00,2025-08-26 02:26:12.283
"025.4601-04","RC PLAN ANATOMIC ABT., 0°, GH 2",57.00,2025-08-26 02:26:11.203
"025.4602-04","RC PLAN ANATOMIC ABT., 0°, GH 3.5",57.00,2025-08-26 02:26:11.203
"025.4603-04","RC PLAN ANATOMIC ABT., 15°, GH 2",57.00,2025-08-26 02:26:11.203
"025.4604-04","RC PLAN ANATOMIC ABT., 15°, GH 3.5",57.00,2025-08-26 02:26:11.203
"025.4610-04","RC PLAN OURO ABT., P/COROA",54.00,2025-08-26 02:26:12.236
"025.4621-04","RC PLAN CIM.ABT., D 5.0, GH 1, AH 4",57.00,2025-08-26 02:26:11.203
"025.4622-04","RC PLAN CIM.ABT., D 5.0, GH 2, AH 4",57.00,2025-08-26 02:26:11.203
"025.4623-04","RC PLAN CIM.ABT., D 5.0, GH 3, AH 4",57.00,2025-08-26 02:26:11.203
"025.4625-04","RC PLAN CIM.ABT., D 5.0, GH 1, AH 5.5",57.00,2025-08-26 02:26:11.203
"025.4626-04","RC PLAN CIM.ABT., D 5.0, GH 2, AH 5.5",57.00,2025-08-26 02:26:11.203
"025.4627-04","RC PLAN CIM.ABT., D 5.0, GH 3, AH 5.5",57.00,2025-08-26 02:26:11.206
"025.4630-04","RC PLAN OURO ABT., P/PONTE",57.00,2025-08-26 02:26:11.206
"025.4631-04","RC PLAN CIM.ABT., D 6.5, GH 1, AH 4",57.00,2025-08-26 02:26:11.206
"025.4632-04","RC PLAN CIM.ABT., D 6.5, GH 2, AH 4",57.00,2025-08-26 02:26:11.206
"025.4633-04","RC PLAN CIM.ABT., D 6.5, GH 3, AH 4",57.00,2025-08-26 02:26:11.206
"025.4635-04","RC PLAN CIM.ABT., D 6.5, GH 1, AH 5.5",54.00,2025-08-26 02:26:12.236
"025.4636-04","RC PLAN CIM.ABT., D 6.5, GH 2, AH 5.5",57.00,2025-08-26 02:26:11.206
"025.4637-04","RC PLAN CIM.ABT., D 6.5, GH 3, AH 5.5",57.00,2025-08-26 02:26:11.206
"025.4641-04","Pilar RC PLAN LOCATOR, H 1 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.4642-04","Pilar RC PLAN LOCATOR, H 2 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.4643-04","Pilar RC PLAN LOCATOR, H 3 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.4644-04","Pilar RC PLAN LOCATOR, H 4 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.4645-04","Pilar RC PLAN LOCATOR, H 5 mm, polimero",54.00,2025-08-26 02:26:12.236
"025.4646-04","Pilar RC PLAN LOCATOR, H 6 mm, polimero",57.00,2025-08-26 02:26:11.206
"025.4648-04","RC PLAN PR PILAR,0°D4.6,GH2.5",51.00,2025-08-26 02:26:12.490
"025.4649-04","RC PLAN PR PILAR,17°D4.6,GH2.5,A",51.00,2025-08-26 02:26:12.490
"025.4650-04","RC PLAN PR PILAR,17°D4.6,GH2.5,B",51.00,2025-08-26 02:26:12.490
"025.4651-04","RC PLAN Multi-B.Abt. straight,D4.5,GH1",45.00,2025-08-26 02:26:12.283
"025.4652-04","RC PLAN Multi-B.Abt. straight,D4.5,GH2.5",45.00,2025-08-26 02:26:12.283
"025.4653-04","RC PLAN PR PILAR,30°D4.6,GH2.5,A",54.00,2025-08-26 02:26:11.600
"025.4654-04","RC PLAN Multi-B.Abt. straight,D4.5,GH4",45.00,2025-08-26 02:26:12.283
"025.4656-04","RC PLAN Multi-B.Abt. straight,D6.5,GH1",45.00,2025-08-26 02:26:12.283
"025.4657-04","RC PLAN Multi-B.Abt. straight,D6.5,GH2.5",45.00,2025-08-26 02:26:12.286
"025.4659-04","RC PLAN Multi-B.Abt. straight,D6.5,GH4",45.00,2025-08-26 02:26:12.286
"025.4660-04","RC PLAN PR PILAR,30°D4.6,GH2.5,B",54.00,2025-08-26 02:26:11.600
"025.4662-04","RC PLAN Multi-B.Abt. angled 25° A, GH2.5",45.00,2025-08-26 02:26:12.286
"025.4665-04","RC PLAN Multi-B.Abt. angled 25° B, GH2.5",45.00,2025-08-26 02:26:12.286
"025.4900",RC Basal Screw,87.00,2025-08-26 02:26:11.290
"025.4902","RC BASAL PARAF, OURO ABT., PONTE",79.00,2025-08-26 02:26:11.843
"025.4903",RC Wax-up Sleeve,23.00,2025-08-26 02:26:11.843
"025.4905",RC SCANBODY,45.80,2025-08-26 02:26:11.813
"025.4906","RC BASAL PARAF, (P/CERAMIC ONLY)",83.00,2025-08-26 02:26:11.163
"025.4908","RC BASAL PARAF, CIM.PILAR",87.00,2025-08-26 02:26:11.290
"025.4912-04","RC CIM.TRANSFER AID, D 5.0",567.00,2025-08-26 02:26:11.843
"025.4913-04","RC CIM.TRANSFER AID, D 6.5",85.00,2025-08-26 02:26:11.843
"025.4915",CARES® RC MONO SCAN BODY,51.00,2025-08-26 02:26:11.286
"025.4920",RC POLISHING AID,85.00,2025-08-26 02:26:11.843
"025.4920-04",RC POLISHING AID,227.00,2025-08-26 02:26:11.843
"025.4921","RC VB P/COROA, Ø4.5 AH3.5MM GH1 TAN",217.00,2025-08-26 02:26:12.226
"026.0000",Estojo CrossFit® Plan,199.00,2025-08-26 02:26:11.843
"026.0001","BLT PILOT BROCA Ø2.2MM,SHORT,33MM,SST",391.00,2025-08-26 02:26:11.236
"026.0002","BLT PILOT BROCA Ø2.2MM,LONG,41MM,SST",391.00,2025-08-26 02:26:11.236
"026.0003","RD CI CLOSURE CAP, TI",391.00,2025-08-26 02:26:11.250
"026.0004","RD CI HEALING CAP, H2MM, TI",391.00,2025-08-26 02:26:11.250
"026.0005","RD CI HEALING CAP, H3MM, TI",391.00,2025-08-26 02:26:11.250
"026.0006",BLT Broca perfil longa Ø4.1mm 33mmSST,391.00,2025-08-26 02:26:11.250
"026.0007",CARES CI RD MONO SCANBODY  Ø4.1,391.00,2025-08-26 02:26:11.250
"026.0008","S-IMPLANT Ø 4.1MM RN, SLACTIVE 6MM",391.00,2025-08-26 02:26:11.250
"026.0009","BLT TAP, Ø3.3, L25MM, SST/TAN",391.00,2025-08-26 02:26:11.513
"026.0010","BLT TAP, Ø4.1, L25MM, SST/TAN",391.00,2025-08-26 02:26:11.513
"026.0011","BLT TAP, Ø4.8, L25MM, SST/TAN",391.00,2025-08-26 02:26:11.513
"026.0012",BL L Tap for Ø 4.1mm implants,310.00,2025-08-26 02:26:12.153
"026.0013",BL XL Tap for Ø 4.1mm implants,310.00,2025-08-26 02:26:12.153
"026.0014",BL XXL Tap for Ø 4.1mm implants,310.00,2025-08-26 02:26:12.153
"026.0015",BL Hard Bone Tap for Ø 4.1mm implants,354.00,2025-08-26 02:26:11.843
"026.0016","Guia Straumann Pro Arch, TAN/titânio",522.00,2025-08-26 02:26:11.306
"026.0017",BL Hard Bone Tap for Ø 3.3mm implants,354.00,2025-08-26 02:26:11.843
"026.0018",BL Hard Bone Tap for Ø 4.8mm implants,354.00,2025-08-26 02:26:11.843
"026.0021","Conj.Pl.CrossFit,Kit Atu.Pilares Apa,POM",227.00,2025-08-26 02:26:11.843
"026.0022",BL BONE PROFILER 1,626.00,2025-08-26 02:26:11.243
"026.0023",BL BONE PROFILER 2,626.00,2025-08-26 02:26:11.243
"026.0024","Fresa do perfil ósseoBL3,Ø6,L23,açoinox.",626.00,2025-08-26 02:26:11.243
"026.0025S",Guiding Cylinder NC for BL Bone Profiler,626.00,2025-08-26 02:26:11.336
"026.0026S",Guiding Cylinder RC for BL Bone Profiler,626.00,2025-08-26 02:26:11.336
"026.0054","NEEDLE BROCA, SHORT, Ø1.6MM, L33MM, SST",391.00,2025-08-26 02:26:11.250
"026.0056","NEEDLE BROCA, LONG, Ø1.6MM, L41MM, SST",391.00,2025-08-26 02:26:11.250
"026.0058","SC POSITION INDICATOR, OVAL, L10, TI",139.00,2025-08-26 02:26:11.520
"026.0061","BLT PROFILE BROCA, SHORT, Ø2.9, L25,SST",391.00,2025-08-26 02:26:11.250
"026.0062","BLT PROFILE BROCA, LONG, Ø2.9, L33,SST",391.00,2025-08-26 02:26:11.250
"026.0063","BLT TAP, Ø 2.9MM, L 25MM, SST/TAN",391.00,2025-08-26 02:26:11.513
"026.0066","SP Ø 3.3MM RN, SLACTIVE® 14MM, TIZR, NTP",102.00,2025-08-26 02:26:11.290
"026.0068","TE Ø 3.3MM RN, SLACTIVE® 8MM, TIZR, NTP",390.00,2025-08-26 02:26:12.260
"026.0069","TE Ø 3.3MM RN, SLACTIVE® 10MM, TIZR, NTP",390.00,2025-08-26 02:26:12.260
"026.0070","TE Ø 3.3MM RN, SLACTIVE® 12MM, TIZR, NTP",391.00,2025-08-26 02:26:11.243
"026.0071S",SC Pino Guia,92.00,2025-08-26 02:26:11.843
"026.0072","48H EXPLANTATION DEVICE,F.Ø2.9,L29.7,SST",383.00,2025-08-26 02:26:11.326
"026.0073",Auxiliar de desencaixe S para Loxim,223.00,2025-08-26 02:26:11.843
"026.0076",Kit de Serviço Implantes BLT SDI,1848.00,2025-08-26 02:26:11.526
"026.0077",Kit Instrumental Service Set,1447.00,2025-08-26 02:26:11.530
"026.0078",Kit Service Set para Interface SynOcta,2328.00,2025-08-26 02:26:11.530
"026.0079",Kit Service Set para Interface Crossfit,2156.00,2025-08-26 02:26:11.530
"026.0080",Kit Service Set para Interface NN,1843.00,2025-08-26 02:26:11.166
"026.0081",Service Set Supplement for CI RD,3265.00,2025-08-26 02:26:12.153
"026.0082",Kit Service Set Suplemento Impl CIRDPURE,224.00,2025-08-26 02:26:11.170
"026.0083","BL/BLT GUIDED ADAPTER, P/HANDPIECE",251.00,2025-08-26 02:26:11.333
"026.0084","BL/BLT GUIDED ADAPTER, P/RATCHET",251.00,2025-08-26 02:26:11.333
"026.0101",CrossFit PLAN Kit,995.00,2025-08-26 02:26:12.153
"026.0102","Estojo CrossFit® Plan, multibase",209.00,2025-08-26 02:26:12.260
"026.0127",CD D1.3 Broca núcleo corte esquerdo(3X),108.00,2025-08-26 02:26:11.560
"026.0128","HD D2.1 Broca de cabeça, corte esquerdo",102.00,2025-08-26 02:26:11.560
"026.0129","MC D1.6 Broca Plana, corte esquerdo (2X)",108.00,2025-08-26 02:26:11.570
"026.0130",Promotor rosca NNC/NC/RC 1 Service Set,204.00,2025-08-26 02:26:11.580
"026.0131",Promotor rosca NNC/NC/RC 2 Service Set,204.00,2025-08-26 02:26:11.580
"026.0132",Promotor rosca NNC/NC/RC 3 Service Set,204.00,2025-08-26 02:26:11.580
"026.0133",Promotor rosca NNC/NC/RC 4 Service Set,204.00,2025-08-26 02:26:11.580
"026.0134",Guia para Broca NNC/NC 1 do Service Set,121.00,2025-08-26 02:26:11.580
"026.0135",Guia Promotor Rosca NNC/NC 2 Service Set,121.00,2025-08-26 02:26:11.563
"026.0136",Guia Broca/Promot rosca RC 1 Service Set,121.00,2025-08-26 02:26:11.563
"026.0139","BLT Broca piloto, Ø 2.2mm, extra curto",354.00,2025-08-26 02:26:11.803
"026.0140","BLT Broca, Ø2.8mm, extra curto",354.00,2025-08-26 02:26:11.803
"026.0141","BLT Broca, Ø3.5mm, extra curto",354.00,2025-08-26 02:26:11.803
"026.0142","BLT Broca, Ø4.2mm, extra curto",354.00,2025-08-26 02:26:11.803
"026.0144","Milling cutter, Ø 2.2 mm, guided, SST",396.00,2025-08-26 02:26:11.510
"026.0147","Punho de perf. Ø2.2mm, lim 1mm/3mm SST",396.00,2025-08-26 02:26:11.606
"026.0148","Punho de perf. Ø2.8mm, lim 1mm/3mm SST",396.00,2025-08-26 02:26:11.610
"026.0149","Punho de perf. Ø3.2mm, lim 1mm/3mm SST",396.00,2025-08-26 02:26:11.610
"026.0150","Punho de perf. Ø3.5mm, lim 1mm/3mm SST",396.00,2025-08-26 02:26:11.610
"026.0151","Punho de perf. Ø3.7mm, lim 1mm/3mm SST",396.00,2025-08-26 02:26:11.610
"026.0152","Punho de perf. Ø4.2mm, lim 1mm/3mm SST",396.00,2025-08-26 02:26:11.610
"026.0155",Service Set suplemento para BL Prothése,2462.00,2025-08-26 02:26:12.070
"026.0156",Instrumentos básicos para Service Set,894.00,2025-08-26 02:26:11.580
"026.0157",RN Instrumentos para Service Set,1776.00,2025-08-26 02:26:11.580
"026.0158",WN Instrumentos para Service Set,1798.00,2025-08-26 02:26:11.580
"026.0159",RC Instrumentos para Service Set,1577.00,2025-08-26 02:26:11.580
"026.0160",NC/NNC Instrumentos para Service Set,1704.00,2025-08-26 02:26:11.580
"026.0161",NN Instrumentos para Service Set,1643.00,2025-08-26 02:26:11.580
"026.0162",TorcFit™ Instrumentos para Service Set,1704.00,2025-08-26 02:26:11.580
"026.0901",BL IMPLANT DISTANCE INDICATOR,604.00,2025-08-26 02:26:11.336
"026.0902","Kit de Planejamento CrossFit, completo",1191.00,2025-08-26 02:26:12.260
"026.0991",Grommets for BL Instruments,15.00,2025-08-26 02:26:12.286
"026.2048","48H EXPLANTATION DEVICE P/BL NC",383.00,2025-08-26 02:26:11.243
"026.2200","BLT Broca, curta, D2.8mm, 33mm, aço inox",391.00,2025-08-26 02:26:11.236
"026.2201","BLT Broca, longa D2.8mm, 41mm, aço inox",391.00,2025-08-26 02:26:11.236
"026.2303","BL/NNC, PROFILE BROCA, Ø 3.3 MM, SHORT",391.00,2025-08-26 02:26:11.250
"026.2306","BL/NNC, PROFILE BROCA, Ø 3.3 MM, LONG",391.00,2025-08-26 02:26:11.250
"026.2310","BL/TE/NNC TAP, Ø 3.3 MM, P/ADAPTER",391.00,2025-08-26 02:26:11.340
"026.2503","TE Ø 4.1MM RN, SLACTIVE® 10MM, TIZR, NTP",415.00,2025-08-26 02:26:11.316
"026.2510","BL/TE/NNC TAP F.HANDP.,Ø3.3MM,42MM,GUID.",415.00,2025-08-26 02:26:11.340
"026.2558",RELEASE AID N P/NTP,235.00,2025-08-26 02:26:12.263
"026.2801","NC BL, GUIDING CYLINDER P/Ø 3.3 MM",92.00,2025-08-26 02:26:11.843
"026.4048","48H EXPLANTATION DEVICE P/BL RC",383.00,2025-08-26 02:26:11.243
